Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.000435947122868495	1.173731674
LINC00173	100287569	0.000435947122868495	-1.44580727505556
		0.000436263806586796	-1.53962878366667
		0.000437694272092961	2.89121421644444
MAGED2	10916	0.000446312128198257	-1.64959955061111
HAL	3034	0.000446393085225723	2.29264791272222
NICN1	84276	0.000447439799399253	-1.12080106911111
FRMD6	122786	0.000447898578833358	-0.969298003166667
TTC39B	158219	0.000453231590534349	-2.05355357033333
CCDC59	29080	0.000458450270368335	1.95408188455556
AQR	9716	0.000459087272364111	0.902652672833336
FAM53B	9679	0.000459087272364111	1.02006561394445
		0.000459087272364111	-1.51541335077778
MYO9B	4650	0.000459780227430669	1.13478552488889
ABHD5	51099	0.000461267692518368	2.07846546455556
C6orf141	135398	0.000465969717228055	-1.14540609316667
FAM27E2///FAM27E3	100289124///100131997	0.000466267357213614	-2.089965677
PLOD1	5351	0.000467541425129858	1.17963436827778
OR51I1	390063	0.000471547213689439	-0.925793643
BHLHB9///BHLHB9	80823///80823	0.000472409743848249	-1.47041262211111
		0.000472481968729294	-1.628417789
BROX	148362	0.000484359565115915	1.15475047527778
ABCA5	23461	0.00049081754477161	-2.37191713194444
		0.000493763534977038	2.14425033938889
RAB13	5872	0.000503180501743965	-1.45463681916667
IGHM///IGHV3-48///IGHV3-69-1	3507///28424///28402	0.000507605123633462	4.06110081066667
		0.000509930209240787	-1.30980060294444
HBEGF	1839	0.000510613064697312	3.49774751033334
		0.000522402648302766	-1.27599994977778
		0.000522402648302766	-0.645239120000001
SUCLG2	8801	0.000522402648302766	2.36760007977778
LOC100131826	100131826	0.000525132249853948	-2.32514535994444
SLC7A5	8140	0.000531112953066008	2.03721114205555
		0.000533597965066079	0.993081121666666
LUC7L	55692	0.000543269974528877	-0.994346691333331
TMEM67	91147	0.000547176685837121	-1.80232551894444
EPB41	2035	0.000548529904305383	1.71967893072222
C10orf54	64115	0.000553066331776239	1.498466463
LINC00526	147525	0.000555750426429197	-1.10053141122222
RAB44	401258	0.000560905059273819	1.839869198
LAPTM4B	55353	0.000565417970493139	-3.12904700455556
LRPAP1	4043	0.000579469726284323	1.79526527561111
SLC39A11	201266	0.000579469726284323	1.34696516855556
MICU3	286097	0.000585294436660283	-2.15458485677778
LRBA	987	0.000585378793603322	-1.72984880577778
HK2	3099	0.000585737580217768	1.67536684672222
CCDC181	57821	0.000586764607955072	-0.846119705111111
		0.000599403887944836	-1.37952014583333
		0.000599403887944836	-2.07340232288889
CIT	11113	0.000616657429103497	1.69981722983333
CCNA1	8900	0.00061674186321185	2.37738469038889
SLC30A4	7782	0.000620902230892218	-1.18619250355556
AVP	551	0.000622517273328337	-1.17085889777778
BAG4	9530	0.000628838847393235	1.15461404844445
TMEM232	642987	0.000634982573497058	-1.47732153044444
SRGAP2C///SRGAP2B///SRGAP2	653464///647135///23380	0.000636556592911841	1.73025669966666
MIRLET7D	406886	0.000636762505867231	-1.48014251522222
		0.000643251344025147	-1.91266573883334
ESPL1	9700	0.000643251344025147	1.53050584522222
ATG3	64422	0.000643816102491663	0.97285798716667
ZNF165	7718	0.000644997976681396	-1.44780628372222
ABCG1	9619	0.000646992027344638	-1.36273458827778
RGAG4	340526	0.0006655811483197	-1.45323934988889
SIRPB2	284759	0.000669456568852285	2.208130454
EGLN3	112399	0.000682798617231762	-1.41089528261111
MECOM	2122	0.000687290718235597	-2.74199823638889
		0.000687534298757987	-1.861654307
PGK1	5230	0.000687873493822604	0.79932792288889
DOK2	9046	0.000692870591833798	2.13927399211111
ADAP2	55803	0.000694920009905223	2.22482165972222
OR52N5	390075	0.00069634375745321	-0.890980241833334
TNFSF4	7292	0.00069634375745321	-2.19186435444444
FAM69B	138311	0.000699381555188045	-1.19485067622222
GZMK	3003	0.000699381555188045	2.68243799038889
RECQL4	9401	0.000702510772222771	1.05769170155556
		0.000704389244916832	-2.899090683
PMM2	5373	0.000704935491594008	1.44386641205555
CPEB4	80315	0.000706819393375602	1.92192841188889
ZBED5	58486	0.000721008014434378	-1.24905022377778
CD2	914	0.000728264092639166	2.05363835233333
PYGB	5834	0.000728264092639166	0.999653853555558
CDCP1	64866	0.00073384514972388	-2.00833890572222
PRKCZ	5590	0.00074293825040229	-1.05897625533333
		0.000743157143039423	1.83523975788889
TLR4	7099	0.000743157143039423	2.76761840055556
TMEM91	641649	0.00074534950910016	-1.36233136305556
FAM101B	359845	0.00074556681501202	1.47626628094445
THBS3	7059	0.000745706259954608	-1.44935700216667
KIF5A	3798	0.000745706259954608	-0.997788467055555
		0.000745706259954608	-1.62336940927778
ANXA11	311	0.000747563759426983	0.795673780500001
LINC00965///LINC00965	349196///349196	0.000747563759426983	-2.14255131616667
ZKSCAN1	7586	0.000758153903867376	-1.50767257766667
DENND1C	79958	0.00077055590348518	1.0375351855
PPP1CA	5499	0.00077055590348518	1.05185769366667
PIR-FIGF///PIR	100532742///8544	0.000771670326380841	-1.60492743888889
MRPS15	64960	0.000778994874303712	1.456075627
		0.000787441396525352	-3.03881665016667
ERMP1	79956	0.000793294399070455	-1.54467590066667
BAALC	79870	0.000794563903590814	-2.69842007927778
TMEM214	54867	0.00082735412413175	0.779600319166667
ALOX5AP	241	0.000833420231126621	3.33931982611111
BRCA1	672	0.000833420231126621	1.51162912616667
HFM1	164045	0.000839176150480402	-0.842400243
		0.000840034604085039	-1.19244376138889
SNORD115-27	100036564	0.000852060273197589	-0.697625053722223
NRIP1	8204	0.000858520209251373	-1.85763941611111
DPYSL3	1809	0.000861324325360578	-2.014642395
E2F4	1874	0.000863412345229734	1.11878075316667
SLC23A1	9963	0.000865051137338227	-0.924381045111112
JAKMIP2	9832	0.000871588175374473	-2.35246024205556
SULF2	55959	0.00088871060820338	2.69112900305555
NPR3	4883	0.000894893462891254	-2.50704473538889
SCAI	286205	0.00089946208623821	-1.37251325583333
SAR1B	51128	0.000911762348967867	0.97341461188889
CASP1	834	0.000912038695248228	2.01081680783333
HBA2///HBA1	3040///3039	0.00092487054170589	3.70404864155555
		0.00092487054170589	-1.30334332261111
ZC3HC1	51530	0.000927057560699726	-0.996799821666665
		0.000930795711728232	-1.48105965211111
ARL10	285598	0.000937409539547159	-1.06778166361111
LRRC25	126364	0.000948680967069306	1.88214235733333
AZI2	64343	0.000956478336433554	1.62609727788889
ANKRD6	22881	0.000959969886996268	-1.23796507883333
		0.000992750845320074	-1.53520593155555
GLB1	2720	0.000992750845320074	1.27641636177778
TP73-AS1	57212	0.000992750845320074	-1.5820905855
MUM1	84939	0.000992750845320074	-1.15230788544444
		0.000992750845320074	-1.63111922955556
RBPMS	11030	0.000999649018476155	-2.03773971305556
		0.000999649018476155	-1.82133112538889
LGALS1	3956	0.00100166767774472	1.5186443265
KIAA1211	57482	0.00100166767774472	-1.41139671438889
LOC100134868	100134868	0.00100166767774472	-1.33163826244444
CD300C	10871	0.00100560618768224	1.80464183794444
NCSTN	23385	0.00101379904789532	1.54777923766667
		0.0010142911488518	-1.72785811177778
GLYR1	84656	0.00101482222284792	0.746646465166666
		0.00101640845682966	1.57064895083333
FIG4	9896	0.00101640845682966	1.602163446
ELL	8178	0.00102228963046001	1.00067266738889
ADCY6	112	0.00102618256289598	-1.46587569672222
YIF1B	90522	0.00103607008860448	1.03252490116667
MMP28	79148	0.00105740981143981	-1.06793484983334
CTSG	1511	0.00106730745326703	3.06669261788889
		0.00107385594081251	1.48440343366667
MPL	4352	0.00107451519719347	-1.693774933
BMPR1B	658	0.00107451519719347	-1.09521718888889
SYS1-DBNDD2///DBNDD2	767557///55861	0.00107451519719347	-1.06844514622222
		0.00107547868750362	-1.15993783427778
GGA2	23062	0.00107547868750362	1.34940128555555
PROM1	8842	0.00107693918096555	-3.43097317572223
ATL3	25923	0.00107728738502331	1.01902259644444
FCGR2A	2212	0.0010849222256672	3.24468181833333
DHX29	54505	0.00109191319063439	1.37366834144444
TTK	7272	0.00109354672176598	2.01610543111111
EIF4A3	9775	0.00109606058796047	1.54831510027778
HAS2	3037	0.00109691124362205	-0.888363153333333
LY6G5C	80741	0.00109838981853359	0.950023618611113
CD84	8832	0.00110398383828024	1.94739118738889
CST3	1471	0.00110398383828024	1.623620258
		0.00110398383828024	1.75582445827778
RASGRP4	115727	0.00110622311405352	1.37203877327778
		0.00110630304167439	1.45317825983333
HIBCH	26275	0.00110949636871389	-1.62415491361111
SEC61A1	29927	0.00111493554806591	0.800702389000001
		0.00111493554806591	2.02602673927778
PDE8A	5151	0.0011267880449599	1.44134994244444
MLLT3	4300	0.00112683951847355	-3.19080221677778
P4HB	5034	0.00112683951847355	1.01424034783333
CPM	1368	0.00113104515690857	2.29510405277778
NCR1	9437	0.00113134404187258	-1.35471030922222
KIF20B	9585	0.00113134404187258	1.72915406816667
RPGR	6103	0.00113815905676102	-1.21271610205555
		0.00114007364664215	-1.16270041194444
PLAG1	5324	0.00114007364664215	-1.885322114
RPF2	84154	0.00115178006024966	1.21470539116667
ZNF785	146540	0.00115178006024966	-0.930901582611113
CHMP4C	92421	0.0011614191172362	-1.04169982116667
RABGAP1	23637	0.00116466723169394	-0.965603670055556
TMEM30A	55754	0.00116909549149202	1.20293746344444
NRG4	145957	0.00116958701455511	2.95292018055556
REN	5972	0.00116958701455511	-1.25443124322222
BORCS6	54785	0.00116958701455511	-0.994198246055556
C11orf54	28970	0.00117178648963277	-1.34823626783333
		0.00117253832986348	0.840602656666672
DLGAP5	9787	0.00117518923565884	2.69424732466667
GAS7	8522	0.00118569944062685	1.35328366927778
		0.00118569944062685	-1.24388616488889
SEC23B	10483	0.00118864551197787	0.907903081999995
NOL12	79159	0.00119009850856584	0.852592976666664
SH3BP1	23616	0.00119924442209257	0.893471765277779
		0.00120001585647746	-0.95895581488889
		0.00120001585647746	-1.62365828261111
SPI1	6688	0.00120932491143373	1.10632068966667
SPPL2B	56928	0.00120947063702791	-1.3755795345
CD36	948	0.00121051868703354	4.17832307516667
ZNF285	26974	0.00121578403525963	-1.32510184994445
DYSF	8291	0.00122395735332815	2.23721025122222
SAMD4A	23034	0.00122400011587212	-1.09415504816667
DCLK2	166614	0.00122442756829556	-1.31640805027778
KIF20A	10112	0.00122878188110569	2.25407448661111
		0.0012301733022088	1.41333903266667
HIST1H2BG	8339	0.00123830024856267	-2.44898646538889
CFI	3426	0.00124094605226053	-0.796525282888889
LRRC8C	84230	0.00124094605226053	1.49629323216667
NR1H3	10062	0.00124178928176846	-1.30952132
GMIP	51291	0.00124843744203206	1.13294119933333
ZNF335	63925	0.0012626689932669	0.831207635166667
USP31	57478	0.0012626689932669	1.22719816033333
IPCEF1///CNKSR3	26034///154043	0.0012626689932669	2.07269549494444
MUC12	10071	0.00126865260639387	1.24370233511111
PGAM4///PGAM1	441531///5223	0.00127572377177025	1.76481815094444
C7orf13	129790	0.0012767346643809	-1.38673487266667
SQRDL	58472	0.00127773925038319	1.21172763861111
HMGXB4	10042	0.00127917069627753	1.01005858683333
ZNF711	7552	0.00129705853285649	-3.45347359161111
LONRF3	79836	0.00129705853285649	1.6985007545
GPI///GPI	2821///2821	0.00129705853285649	1.47785857827778
		0.00132486568758763	-1.29273957316667
		0.00132873833368989	-1.33893242172222
CSTA	1475	0.00133463396663479	2.22005704033333
SMAP2	64744	0.00133463396663479	1.49934628988889
		0.00134687095190672	1.06553869966667
		0.00134862043156033	-1.19150359255556
		0.00134862043156033	-1.69411538372222
		0.00134862043156033	-0.808064525499999
GATAD2A	54815	0.00136403421293377	1.02727391244444
LY86	9450	0.00136527560636399	4.00611275322223
		0.00136527560636399	-1.62335429066667
FOSL2	2355	0.0013753429282776	1.93789965194445
RASSF4	83937	0.00137775672786756	2.58636097311111
PLEK	5341	0.00139034222363285	1.58414331505556
CYBA	1535	0.00139034222363285	1.53396706488889
ZNF75A	7627	0.00139461504738735	-1.30735073527778
		0.00140068410755232	1.11158406444444
SLFN5	162394	0.00140292461167726	2.29006627516666
RNASE3	6037	0.00140776825240777	2.87061682727778
		0.00140776825240777	-0.92351334411111
MFN2	9927	0.00140806907582174	1.10774019588889
UBASH3B	84959	0.00141127115410662	1.24603368988889
ARHGAP1	392	0.00142155166999083	1.05773077677778
LRP6	4040	0.00142725974068913	-2.28346438483333
		0.00143055956739854	1.60767770377778
FAM24B-CUZD1///FAM24B	100533195///196792	0.00143055956739854	-1.89718375733333
		0.00143055956739854	-1.14060299177778
OR2W3///TRIM58	343171///25893	0.00143055956739854	-1.45919231616667
		0.00143055956739854	1.36141436111111
ELANE	1991	0.00143543739396996	2.17293517994445
TRANK1	9881	0.00143543739396996	-1.26760463216667
SEPT5-GP1BB///SEPT5///GP1BB	100526833///5413///2812	0.00143721835611202	-0.976176553666668
OSBPL8	114882	0.00144303872559146	0.874094500444445
PGM5P2///PGM5	595135///5239	0.00145935783347941	-2.14711227238889
PNPLA7	375775	0.00148618879603835	-0.973448306444445
ARHGAP5-AS1	84837	0.00148618879603835	-1.10952705616667
PLK4	10733	0.00150360366017843	1.97889896488889
MYEF2	50804	0.00150360366017843	-3.07200808011111
MS4A14///MS4A7	84689///58475	0.00151302203674264	2.31931838161111
SLAMF6	114836	0.00151392642884742	2.61591128405556
ALDOA	226	0.00151428271334734	1.04617843794445
MT1G	4495	0.0015469936373755	1.52670780911111
CCR1	1230	0.0015469936373755	2.48083853705556
		0.0015469936373755	1.11512111388889
		0.00155021951871643	-0.568796220333335
SERINC3	10955	0.00155721515023745	-0.708489155222223
PRDM1	639	0.00155721515023745	2.50942687511111
ZNF404	342908	0.0015668948582594	-1.76216689994444
SNHG17	388796	0.00157483003080013	-0.760102099055555
SH3TC1	54436	0.00157483003080013	-1.15754381677778
PKIA	5569	0.00157483003080013	-1.49676621694445
		0.00158271385109289	1.45801300066667
MMADHC	27249	0.00158271385109289	-0.945699574444447
		0.00160632838356962	-1.473158082
LYZ	4069	0.0016137467874499	4.31148124977778
		0.00164632973132549	2.27687666327778
TCEAL2	140597	0.00165534486297896	-1.15204797283333
MORN4	118812	0.00165756314747792	-1.26478314594445
CYP51A1	1595	0.00165756314747792	-1.35336664733333
MPDU1	9526	0.00166626529733058	0.857901165833335
VPS4A	27183	0.00166626529733058	0.780631070833338
		0.00166902860240276	-1.49217569772222
KRBA2	124751	0.00166950400786877	-1.21238970172222
UBE2E2	7325	0.00170725546934578	1.99904611166667
NCOA7	135112	0.00173124562640224	-1.32575962927778
CLEC12B	387837	0.00173133479172163	2.77706507772222
EPWW6493	100129831	0.00173133479172163	-1.22013204605556
GPS1	2873	0.0017334206620097	0.801074734222223
DST	667	0.00173389239812471	-2.30220950005556
LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P	650293///389616///219445///79315///8587	0.00174166688848752	-0.9856386555
ACIN1	22985	0.00177511275867966	0.880644823944444
SF3A2	8175	0.00177532469643194	0.981518646444443
		0.00177532469643194	-1.21912572444445
NBEA	26960	0.00177705154705596	-1.8709003735
KIAA1524	57650	0.00179739798490928	1.75415971272222
MPEG1	219972	0.00181492408115587	3.78394564616667
CMIP	80790	0.00181492408115587	1.48600769127778
HCK	3055	0.00183219442856174	1.85835924988889
KIF15	56992	0.00183219442856174	1.92012413222222
CLEC9A	283420	0.00183219442856174	-2.28157259366667
		0.00184190862248017	-1.14637792422222
		0.00184190862248017	-1.85472922194444
ABL1	25	0.00187526998660572	0.858121781444445
CENPF	1063	0.00190214115836691	2.09549598633334
ENTPD1	953	0.0019048211617251	2.81258095583334
NCAPD2	9918	0.0019079415673468	1.19972133888889
ZNF462	58499	0.00191427792270217	-1.93312795561111
BHLHA9	727857	0.00194090440685014	1.73065130466667
RALA	5898	0.00194160856115612	-1.18325196383333
PECR	55825	0.00196941094954864	-1.44248289222222
		0.00197807764888325	2.73885771505556
PLB1	151056	0.00197911218242098	1.24688850972222
		0.00197911218242098	-1.61405231494444
TVP23C	201158	0.00198368255450737	-1.29399356094444
EMC3	55831	0.00199458207891299	1.18019790805555
GTSE1	51512	0.0020002071167984	1.4706811245
DSG2	1829	0.00200291556212042	-2.61779914238889
CLK2P1	1197	0.00200291556212042	-0.918963739722223
ZNF302	55900	0.00201250321889526	-1.43044186783333
TNKS2	80351	0.00201712563694861	0.737762854444447
SUV39H1	6839	0.0020334651770292	1.10967966361111
CNBD1	168975	0.00203804022476143	-0.567283443555555
		0.00206102523121637	1.57956664572222
		0.00206272121470128	1.40293440872222
HMCES	56941	0.00207493279657594	-1.30638361327778
MELK	9833	0.00207493279657594	1.713161
TMEM65	157378	0.00209423353455678	-1.27724053511111
ZBTB11-AS1	100009676	0.00209738006141462	-0.938914006611111
LSM14B	149986	0.00211528213251131	0.938563219944442
BAALC-AS2	157556	0.00212439193764501	-1.05067116688889
SERPINA1	5265	0.0021368152707228	2.35462541672222
CROCCP3	114819	0.00215881214128844	-0.890447551499999
CA2	760	0.00219220606851007	3.28280870272222
HMMR	3161	0.00219993093639641	1.68582305283333
ZNF418	147686	0.00220197779890416	-2.11199040344444
LARP7///ZGRF1///LARP7	51574///55345///51574	0.00220745382333969	1.718345697
CITED2	10370	0.00220745382333969	1.33221617566666
ITK	3702	0.00221065296400556	2.11964764227778
GIMAP6	474344	0.00223547214499765	-1.68862161227778
		0.00223824678306945	-1.38719613416667
PTRF	284119	0.00226044400635088	-1.46447147144444
ATG5	9474	0.00227038762769487	-0.731875665944445
		0.00227938251120519	-1.56306487627778
HOMER3	9454	0.00228545525867232	1.74283346772223
		0.00228699173164158	-1.0924637475
TESC	54997	0.00229698624499964	1.5976412025
		0.00229698624499964	-1.42257222761111
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	0.0022977695950633	-1.4566804975
SPC25	57405	0.00230881993659072	1.86121185994445
		0.00231045007216094	1.31209125261111
GKAP1	80318	0.00232787223668296	-1.25665601866667
		0.00234009379178665	1.65744543044445
		0.00234673042518583	1.38876246477778
TRIP6	7205	0.00235143848654581	-1.21463204677778
IL7R	3575	0.00237434467208422	2.46180793538889
ZDHHC5	25921	0.0023797233070646	0.7436953615
SULT1C4	27233	0.0023797233070646	-1.54285875444445
ALOX12P2	245	0.00238807050622282	-1.19490962127778
SCML4	256380	0.00240741256263771	-0.875703526722223
PALLD	23022	0.00240827252208005	-1.01527220888889
NUF2	83540	0.00241276842221424	1.81350177
DNAH5	1767	0.00243202972779523	-0.533404878722223
GPR84	53831	0.00243248303785877	1.95478790811111
FGR	2268	0.00244672704433923	1.7448295585
S100PBP	64766	0.00246435738431695	-1.06426512088889
ALDOC	230	0.00247001310041432	-1.33024843061111
CABLES1	91768	0.00247001310041432	-1.87277055627778
PROK2	60675	0.00247794623183383	2.02242329633333
		0.00248026647024169	-1.1370978425
		0.00249577952337285	1.50736835511111
PFKM	5213	0.00250885278400799	-1.63348483522222
EP300	2033	0.00250885278400799	0.916121304222224
		0.00251514177285582	-0.93495245972222
		0.00251975279820553	-1.05903164055555
ZBTB38	253461	0.00252518803218857	-1.73943921544444
LYRM4	57128	0.00253392788616296	1.18713979372222
ARHGAP18	93663	0.00253620153467957	1.64988329277778
SNX29	92017	0.00254084582316953	0.940472360388891
		0.00254668241797286	0.951030960000001
		0.00255041477374291	-1.25518821594444
		0.00257085615747997	-0.599833304
KCTD11	147040	0.00257124378386776	-0.843226635444445
		0.00257549295821332	-1.21571666544445
KIAA0513	9764	0.00257549295821332	1.53478836672222
THBS1	7057	0.00257549295821332	3.79554135994444
MYH10	4628	0.00257794366296827	-1.96482828716667
SIGLEC9	27180	0.00257912335387353	1.82892641755556
		0.00259368680526771	-1.32096581016666
ASPM	259266	0.00259810982286275	2.05871283444444
POLR2J	5439	0.00259810982286275	1.270059468
CITED4	163732	0.002612339006479	1.05806104966667
		0.00261306532606668	1.36287026544445
NDN	4692	0.0026148061543227	-1.19966507566667
GLTP	51228	0.00262549122766768	1.09319255255556
FAM134B	54463	0.00263768608708325	-1.56979792688889
